WeekEnding,HSCP,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20200112,S37000019,All,d,Medical (incl. Cardiology & Cancer),,83,91,-8.8
20200112,S37000019,All,d,Paediatrics (medical & surgical),,39,21,85.7
20200112,S37000019,All,d,Paediatrics (medical),,36,19.5,84.6
20200112,S37000019,All,d,Surgery,,109,85.5,27.5
20200112,S37000020,All,d,Accident & Emergency,,5,3,66.7
20200112,S37000020,All,d,All,d,446,456.5,-2.3
20200112,S37000020,All,d,Cardiology,,13,11,18.2
20200112,S37000020,All,d,Medical (excl. Cardiology & Cancer),,261,250,4.4
20200112,S37000020,All,d,Medical (incl. Cardiology & Cancer),,278,267.5,3.9
20200112,S37000020,All,d,Paediatrics (medical & surgical),,31,59.5,-47.9
20200112,S37000020,All,d,Paediatrics (medical),,31,58,-46.6
20200112,S37000020,All,d,Surgery,,130,124,4.8
20200112,S37000022,All,d,All,d,63,58.5,7.7
20200112,S37000022,All,d,Medical (excl. Cardiology & Cancer),,24,30.5,-21.3
20200112,S37000022,All,d,Medical (incl. Cardiology & Cancer),,27,34.5,-21.7
20200112,S37000022,All,d,Surgery,,33,19.5,69.2
20200112,S37000024,All,d,Accident & Emergency,,5,3,66.7
20200112,S37000024,All,d,All,d,524,516,1.6
20200112,S37000024,All,d,Cancer,,9,4,125
20200112,S37000024,All,d,Cardiology,,7,31,-77.4
20200112,S37000024,All,d,Gynaecology,,19,22.5,-15.6
20200112,S37000024,All,d,Medical (excl. Cardiology & Cancer),,299,243,23
20200112,S37000024,All,d,Medical (incl. Cardiology & Cancer),,315,278,13.3
20200112,S37000024,All,d,Paediatrics (medical & surgical),,30,45.5,-34.1
20200112,S37000024,All,d,Paediatrics (medical),,26,42,-38.1
20200112,S37000024,All,d,Surgery,,155,167,-7.2
20200112,S37000025,All,d,All,d,293,320,-8.4
20200112,S37000025,All,d,Cancer,,13,8,62.5
20200112,S37000025,All,d,Cardiology,,10,18,-44.4
20200112,S37000025,All,d,Community,,8,20,-60
20200112,S37000025,All,d,Medical (excl. Cardiology & Cancer),,156,162,-3.7
20200112,S37000025,All,d,Medical (incl. Cardiology & Cancer),,179,188,-4.8
20200112,S37000025,All,d,Paediatrics (medical & surgical),,20,32,-37.5
20200112,S37000025,All,d,Paediatrics (medical),,20,31,-35.5
20200112,S37000025,All,d,Surgery,,86,80,7.5
20200112,S37000026,All,d,All,d,45,66,-31.8
20200112,S37000026,All,d,Medical (excl. Cardiology & Cancer),,22,30.5,-27.9
20200112,S37000026,All,d,Medical (incl. Cardiology & Cancer),,27,35,-22.9
20200112,S37000026,All,d,Surgery,,17,29.5,-42.4
20200112,S37000027,All,d,All,d,387,395.5,-2.1
20200112,S37000027,All,d,Cardiology,,7,4,75
20200112,S37000027,All,d,Medical (excl. Cardiology & Cancer),,222,249,-10.8
20200112,S37000027,All,d,Medical (incl. Cardiology & Cancer),,233,255.5,-8.8
20200112,S37000027,All,d,Paediatrics (medical & surgical),,38,33,15.2
20200112,S37000027,All,d,Paediatrics (medical),,37,31,19.4
20200112,S37000027,All,d,Surgery,,110,97,13.4
20200112,S37000028,All,d,All,d,884,975.5,-9.4
20200112,S37000028,All,d,Cancer,,6,9.5,-36.8
20200112,S37000028,All,d,Cardiology,,36,38,-5.3
20200112,S37000028,All,d,Gynaecology,,21,23.5,-10.6
20200112,S37000028,All,d,Medical (excl. Cardiology & Cancer),,468,499,-6.2
20200112,S37000028,All,d,Medical (incl. Cardiology & Cancer),,510,546.5,-6.7
20200112,S37000028,All,d,Paediatrics (medical & surgical),,89,115,-22.6
20200112,S37000028,All,d,Paediatrics (medical),,85,111.5,-23.8
20200112,S37000028,All,d,Surgery,,262,287.5,-8.9
20200112,S37000029,All,d,All,d,284,307.5,-7.6
20200112,S37000029,All,d,Cancer,,6,7,-14.3
20200112,S37000029,All,d,Medical (excl. Cardiology & Cancer),,151,170,-11.2
20200112,S37000029,All,d,Medical (incl. Cardiology & Cancer),,161,186,-13.4
20200112,S37000029,All,d,Paediatrics (medical & surgical),,16,21,-23.8
20200112,S37000029,All,d,Paediatrics (medical),,14,18.5,-24.3
20200112,S37000029,All,d,Surgery,,100,87,14.9
20200112,S37000030,All,d,Accident & Emergency,,35,40.5,-13.6
20200112,S37000030,All,d,All,d,536,514.5,4.2
20200112,S37000030,All,d,Cancer,,10,6.5,53.8
20200112,S37000030,All,d,Cardiology,,6,5,20
20200112,S37000030,All,d,Gynaecology,,13,18,-27.8
20200112,S37000030,All,d,Medical (excl. Cardiology & Cancer),,260,231.5,12.3
20200112,S37000030,All,d,Medical (incl. Cardiology & Cancer),,276,243,13.6
20200112,S37000030,All,d,Paediatrics (medical & surgical),,82,54,51.9
20200112,S37000030,All,d,Paediatrics (medical),,79,52,51.9
20200112,S37000030,All,d,Surgery,,130,159,-18.2
20200112,S37000031,All,d,All,d,113,104.5,8.1
20200112,S37000031,All,d,Community,,15,13,15.4
20200112,S37000031,All,d,Medical (excl. Cardiology & Cancer),,44,46,-4.3
20200112,S37000031,All,d,Medical (incl. Cardiology & Cancer),,49,49,0
20200112,S37000031,All,d,Surgery,,43,31.5,36.5
20200112,S37000032,All,d,Accident & Emergency,,70,52,34.6
20200112,S37000032,All,d,All,d,1138,1127.5,0.9
20200112,S37000032,All,d,Cancer,,18,16.5,9.1
20200112,S37000032,All,d,Cardiology,,54,46,17.4
20200112,S37000032,All,d,Community,,14,12,16.7
20200112,S37000032,All,d,Gynaecology,,26,34,-23.5
20200112,S37000032,All,d,Medical (excl. Cardiology & Cancer),,520,537,-3.2
20200112,S37000032,All,d,Medical (incl. Cardiology & Cancer),,592,599.5,-1.3
20200112,S37000032,All,d,Paediatrics (medical & surgical),,90,119,-24.4
20200112,S37000032,All,d,Paediatrics (medical),,87,108.5,-19.8
20200112,S37000032,All,d,Surgery,,346,309.5,11.8
20200112,S37000033,All,d,Accident & Emergency,,11,4.5,144.4
20200112,S37000033,All,d,All,d,471,394.5,19.4
20200112,S37000033,All,d,Cancer,,9,7,28.6
20200112,S37000033,All,d,Cardiology,,20,20,0
20200112,S37000033,All,d,Community,,5,9.5,-47.4
20200112,S37000033,All,d,Gynaecology,,13,11,18.2
20200112,S37000033,All,d,Medical (excl. Cardiology & Cancer),,215,192,12
20200112,S37000033,All,d,Medical (incl. Cardiology & Cancer),,244,219,11.4
20200112,S37000033,All,d,Paediatrics (medical & surgical),,36,39.5,-8.9
20200112,S37000033,All,d,Paediatrics (medical),,34,38,-10.5
20200112,S37000033,All,d,Surgery,,162,110.5,46.6
20200112,S37000034,All,d,Accident & Emergency,,15,13.5,11.1
20200112,S37000034,All,d,All,d,1839,1865.5,-1.4
20200112,S37000034,All,d,Cancer,,26,23.5,10.6
20200112,S37000034,All,d,Cardiology,,56,61.5,-8.9
20200112,S37000034,All,d,Gynaecology,,60,60.5,-0.8
20200112,S37000034,All,d,Medical (excl. Cardiology & Cancer),,968,1004.5,-3.6
20200112,S37000034,All,d,Medical (incl. Cardiology & Cancer),,1050,1089.5,-3.6
20200112,S37000034,All,d,Paediatrics (medical & surgical),,124,121,2.5
20200112,S37000034,All,d,Paediatrics (medical),,113,108,4.6
20200112,S37000034,All,d,Paediatrics (surgical),,11,13,-15.4
20200112,S37000034,All,d,Surgery,,589,579,1.7
20200112,S37000035,All,d,All,d,1156,1170.5,-1.2
20200112,S37000035,All,d,Cancer,,9,6,50
20200112,S37000035,All,d,Cardiology,,48,47,2.1
20200112,S37000035,All,d,Gynaecology,,27,24.5,10.2
20200112,S37000035,All,d,Medical (excl. Cardiology & Cancer),,654,625,4.6
20200112,S37000035,All,d,Medical (incl. Cardiology & Cancer),,711,678,4.9
20200112,S37000035,All,d,Paediatrics (medical & surgical),,94,157,-40.1
20200112,S37000035,All,d,Paediatrics (medical),,92,153.5,-40.1
20200112,S37000035,All,d,Surgery,,320,305.5,4.7
20200119,S37000001,All,d,Accident & Emergency,,26,26,0
20200119,S37000001,All,d,All,d,505,511.5,-1.3
20200119,S37000001,All,d,Cancer,,21,12.5,68
20200119,S37000001,All,d,Cardiology,,16,15.5,3.2
20200119,S37000001,All,d,Gynaecology,,10,13.5,-25.9
20200119,S37000001,All,d,Medical (excl. Cardiology & Cancer),,215,228,-5.7
20200119,S37000001,All,d,Medical (incl. Cardiology & Cancer),,252,256,-1.6
20200119,S37000001,All,d,Paediatrics (medical & surgical),,47,45.5,3.3
20200119,S37000001,All,d,Paediatrics (medical),,41,39,5.1
20200119,S37000001,All,d,Paediatrics (surgical),,6,6.5,-7.7
20200119,S37000001,All,d,Surgery,,169,169.5,-0.3
20200119,S37000002,All,d,Accident & Emergency,,15,13.5,11.1
20200119,S37000002,All,d,All,d,583,580,0.5
20200119,S37000002,All,d,Cancer,,16,13,23.1
20200119,S37000002,All,d,Cardiology,,16,17,-5.9
20200119,S37000002,All,d,Community,,45,55,-18.2
20200119,S37000002,All,d,Gynaecology,,17,13.5,25.9
20200119,S37000002,All,d,Medical (excl. Cardiology & Cancer),,221,206.5,7
20200119,S37000002,All,d,Medical (incl. Cardiology & Cancer),,253,236.5,7
20200119,S37000002,All,d,Paediatrics (medical & surgical),,44,46,-4.3
20200119,S37000002,All,d,Paediatrics (medical),,39,39.5,-1.3
20200119,S37000002,All,d,Paediatrics (surgical),,5,6.5,-23.1
20200119,S37000002,All,d,Surgery,,209,215.5,-3
20200119,S37000003,All,d,Accident & Emergency,,21,13.5,55.6
20200119,S37000003,All,d,All,d,332,331.5,0.2
20200119,S37000003,All,d,Cardiology,,7,8,-12.5
20200119,S37000003,All,d,Gynaecology,,8,7,14.3
20200119,S37000003,All,d,Medical (excl. Cardiology & Cancer),,153,141.5,8.1
20200119,S37000003,All,d,Medical (incl. Cardiology & Cancer),,164,158,3.8
20200119,S37000003,All,d,Paediatrics (medical & surgical),,40,33.5,19.4
20200119,S37000003,All,d,Paediatrics (medical),,39,31.5,23.8
20200119,S37000003,All,d,Surgery,,99,114,-13.2
20200119,S37000004,All,d,All,d,273,298.5,-8.5
20200119,S37000004,All,d,Cardiology,,7,5.5,27.3
20200119,S37000004,All,d,Community,,60,49.5,21.2
20200119,S37000004,All,d,Gynaecology,,8,7,14.3
20200119,S37000004,All,d,Medical (excl. Cardiology & Cancer),,86,108.5,-20.7
20200119,S37000004,All,d,Medical (incl. Cardiology & Cancer),,96,121.5,-21
20200119,S37000004,All,d,Paediatrics (medical & surgical),,8,15.5,-48.4
20200119,S37000004,All,d,Paediatrics (medical),,5,14,-64.3
20200119,S37000004,All,d,Surgery,,100,104.5,-4.3
20200119,S37000005,All,d,All,d,393,600.5,-34.6
20200119,S37000005,All,d,Cardiology,,5,10.5,-52.4
20200119,S37000005,All,d,Gynaecology,,19,26.5,-28.3
20200119,S37000005,All,d,Medical (excl. Cardiology & Cancer),,227,309.5,-26.7
20200119,S37000005,All,d,Medical (incl. Cardiology & Cancer),,234,323.5,-27.7
20200119,S37000005,All,d,Paediatrics (medical & surgical),,32,61,-47.5
20200119,S37000005,All,d,Paediatrics (medical),,30,60.5,-50.4
20200119,S37000005,All,d,Surgery,,104,184,-43.5
20200119,S37000006,All,d,All,d,454,474.5,-4.3
20200119,S37000006,All,d,Cancer,,9,4,125
20200119,S37000006,All,d,Community,,35,31.5,11.1
20200119,S37000006,All,d,Gynaecology,,21,17.5,20
20200119,S37000006,All,d,Medical (excl. Cardiology & Cancer),,214,218,-1.8
20200119,S37000006,All,d,Medical (incl. Cardiology & Cancer),,226,226,0
20200119,S37000006,All,d,Paediatrics (medical & surgical),,41,62,-33.9
20200119,S37000006,All,d,Paediatrics (medical),,41,61,-32.8
20200119,S37000006,All,d,Surgery,,131,136.5,-4
20200119,S37000007,All,d,Accident & Emergency,,26,35.5,-26.8
20200119,S37000007,All,d,All,d,456,476,-4.2
20200119,S37000007,All,d,Cancer,,11,11.5,-4.3
20200119,S37000007,All,d,Cardiology,,8,11,-27.3
20200119,S37000007,All,d,Gynaecology,,23,16.5,39.4
20200119,S37000007,All,d,Medical (excl. Cardiology & Cancer),,181,205,-11.7
20200119,S37000007,All,d,Medical (incl. Cardiology & Cancer),,200,227.5,-12.1
20200119,S37000007,All,d,Paediatrics (medical & surgical),,64,68,-5.9
20200119,S37000007,All,d,Paediatrics (medical),,63,65.5,-3.8
20200119,S37000007,All,d,Surgery,,142,120.5,17.8
20200119,S37000008,All,d,All,d,346,391,-11.5
20200119,S37000008,All,d,Cardiology,,7,8,-12.5
20200119,S37000008,All,d,Medical (excl. Cardiology & Cancer),,199,209,-4.8
20200119,S37000008,All,d,Medical (incl. Cardiology & Cancer),,207,218.5,-5.3
20200119,S37000008,All,d,Paediatrics (medical & surgical),,41,56,-26.8
20200119,S37000008,All,d,Paediatrics (medical),,41,55,-25.5
20200119,S37000008,All,d,Surgery,,94,105,-10.5
20200119,S37000009,All,d,All,d,298,279,6.8
20200119,S37000009,All,d,Cancer,,8,3,166.7
20200119,S37000009,All,d,Cardiology,,21,10.5,100
20200119,S37000009,All,d,Gynaecology,,15,11,36.4
20200119,S37000009,All,d,Medical (excl. Cardiology & Cancer),,141,144.5,-2.4
20200119,S37000009,All,d,Medical (incl. Cardiology & Cancer),,170,158,7.6
20200119,S37000009,All,d,Paediatrics (medical & surgical),,12,18.5,-35.1
20200119,S37000009,All,d,Paediatrics (medical),,10,17,-41.2
20200119,S37000009,All,d,Surgery,,99,87.5,13.1
20200119,S37000010,All,d,Accident & Emergency,,37,1,3600
20200119,S37000010,All,d,All,d,257,233,10.3
20200119,S37000010,All,d,Cancer,,12,7,71.4
20200119,S37000010,All,d,Cardiology,,5,6.5,-23.1
20200119,S37000010,All,d,Gynaecology,,6,8,-25
20200119,S37000010,All,d,Medical (excl. Cardiology & Cancer),,90,109,-17.4
20200119,S37000010,All,d,Medical (incl. Cardiology & Cancer),,107,122.5,-12.7
20200119,S37000010,All,d,Paediatrics (medical & surgical),,22,9.5,131.6
20200119,S37000010,All,d,Paediatrics (medical),,19,7.5,153.3
20200119,S37000010,All,d,Surgery,,85,92,-7.6
20200119,S37000011,All,d,All,d,214,242.5,-11.8
20200119,S37000011,All,d,Cancer,,5,4.5,11.1
20200119,S37000011,All,d,Cardiology,,12,9.5,26.3
20200119,S37000011,All,d,Medical (excl. Cardiology & Cancer),,109,115.5,-5.6
20200119,S37000011,All,d,Medical (incl. Cardiology & Cancer),,126,129.5,-2.7
20200119,S37000011,All,d,Paediatrics (medical & surgical),,8,24.5,-67.3
20200119,S37000011,All,d,Paediatrics (medical),,7,18,-61.1
20200119,S37000011,All,d,Surgery,,76,79.5,-4.4
20200119,S37000012,All,d,Accident & Emergency,,143,4.5,3077.8
20200119,S37000012,All,d,All,d,1148,957.5,19.9
20200119,S37000012,All,d,Cancer,,48,40.5,18.5
20200119,S37000012,All,d,Cardiology,,19,28,-32.1
20200119,S37000012,All,d,Gynaecology,,29,28,3.6
20200119,S37000012,All,d,Medical (excl. Cardiology & Cancer),,500,467.5,7
20200119,S37000012,All,d,Medical (incl. Cardiology & Cancer),,567,536,5.8
20200119,S37000012,All,d,Paediatrics (medical & surgical),,67,64.5,3.9
20200119,S37000012,All,d,Paediatrics (medical),,62,56.5,9.7
20200119,S37000012,All,d,Paediatrics (surgical),,5,8,-37.5
20200119,S37000012,All,d,Surgery,,342,324,5.6
20200119,S37000013,All,d,Accident & Emergency,,8,8.5,-5.9
20200119,S37000013,All,d,All,d,461,721,-36.1
20200119,S37000013,All,d,Cancer,,6,4,50
20200119,S37000013,All,d,Cardiology,,6,16.5,-63.6
20200119,S37000013,All,d,Gynaecology,,12,30.5,-60.7
20200119,S37000013,All,d,Medical (excl. Cardiology & Cancer),,248,406.5,-39
20200119,S37000013,All,d,Medical (incl. Cardiology & Cancer),,260,427,-39.1
20200119,S37000013,All,d,Paediatrics (medical & surgical),,45,80,-43.8
20200119,S37000013,All,d,Paediatrics (medical),,43,79.5,-45.9
20200119,S37000013,All,d,Surgery,,135,175,-22.9
20200119,S37000016,All,d,All,d,648,696,-6.9
20200119,S37000016,All,d,Cancer,,10,13.5,-25.9
20200119,S37000016,All,d,Cardiology,,13,17,-23.5
20200119,S37000016,All,d,Community,,44,47,-6.4
20200119,S37000016,All,d,Gynaecology,,29,22.5,28.9
20200119,S37000016,All,d,Medical (excl. Cardiology & Cancer),,272,309.5,-12.1
20200119,S37000016,All,d,Medical (incl. Cardiology & Cancer),,295,340,-13.2
20200119,S37000016,All,d,Paediatrics (medical & surgical),,58,87,-33.3
20200119,S37000016,All,d,Paediatrics (medical),,57,86,-33.7
20200119,S37000016,All,d,Surgery,,221,199,11.1
20200119,S37000017,All,d,All,d,235,263,-10.6
20200119,S37000017,All,d,Cancer,,5,2,150
20200119,S37000017,All,d,Gynaecology,,7,8.5,-17.6
20200119,S37000017,All,d,Medical (excl. Cardiology & Cancer),,125,148.5,-15.8
20200119,S37000017,All,d,Medical (incl. Cardiology & Cancer),,134,153.5,-12.7
20200119,S37000017,All,d,Paediatrics (medical & surgical),,5,14.5,-65.5
20200119,S37000017,All,d,Paediatrics (medical),,5,13,-61.5
20200119,S37000017,All,d,Surgery,,89,86.5,2.9
20200119,S37000018,All,d,Accident & Emergency,,29,0,8000
20200119,S37000018,All,d,All,d,259,201.5,28.5
20200119,S37000018,All,d,Cancer,,19,12,58.3
20200119,S37000018,All,d,Cardiology,,5,4.5,11.1
20200119,S37000018,All,d,Gynaecology,,9,4.5,100
20200119,S37000018,All,d,Medical (excl. Cardiology & Cancer),,99,95.5,3.7
20200119,S37000018,All,d,Medical (incl. Cardiology & Cancer),,123,112,9.8
20200119,S37000018,All,d,Paediatrics (medical & surgical),,23,16.5,39.4
20200119,S37000018,All,d,Paediatrics (medical),,22,15.5,41.9
20200119,S37000018,All,d,Surgery,,75,68.5,9.5
20200119,S37000019,All,d,Accident & Emergency,,26,3.5,642.9
20200119,S37000019,All,d,All,d,242,232.5,4.1
20200119,S37000019,All,d,Cancer,,5,2.5,100
20200119,S37000019,All,d,Community,,10,11.5,-13
20200119,S37000019,All,d,Medical (excl. Cardiology & Cancer),,92,91,1.1
20200119,S37000019,All,d,Medical (incl. Cardiology & Cancer),,101,96,5.2
20200119,S37000019,All,d,Paediatrics (medical & surgical),,36,28,28.6
20200119,S37000019,All,d,Paediatrics (medical),,31,26.5,17
20200119,S37000019,All,d,Paediatrics (surgical),,5,1.5,233.3
20200119,S37000019,All,d,Surgery,,67,88.5,-24.3
20200119,S37000020,All,d,Accident & Emergency,,9,8.5,5.9
20200119,S37000020,All,d,All,d,419,517.5,-19
20200119,S37000020,All,d,Cardiology,,12,11.5,4.3
20200119,S37000020,All,d,Medical (excl. Cardiology & Cancer),,221,266.5,-17.1
20200119,S37000020,All,d,Medical (incl. Cardiology & Cancer),,235,281.5,-16.5
20200119,S37000020,All,d,Paediatrics (medical & surgical),,40,67,-40.3
20200119,S37000020,All,d,Paediatrics (medical),,37,66,-43.9
20200119,S37000020,All,d,Surgery,,133,155.5,-14.5
20200119,S37000022,All,d,All,d,63,61,3.3
20200119,S37000022,All,d,Medical (excl. Cardiology & Cancer),,28,28,0
20200119,S37000022,All,d,Medical (incl. Cardiology & Cancer),,31,29,6.9
20200119,S37000022,All,d,Surgery,,31,28.5,8.8
20200119,S37000024,All,d,All,d,508,494.5,2.7
20200119,S37000024,All,d,Cancer,,7,6,16.7
20200119,S37000024,All,d,Cardiology,,19,24,-20.8
20200119,S37000024,All,d,Gynaecology,,26,19.5,33.3
20200119,S37000024,All,d,Medical (excl. Cardiology & Cancer),,265,245.5,7.9
20200119,S37000024,All,d,Medical (incl. Cardiology & Cancer),,291,275.5,5.6
20200119,S37000024,All,d,Paediatrics (medical & surgical),,31,41.5,-25.3
20200119,S37000024,All,d,Paediatrics (medical),,30,39,-23.1
20200119,S37000024,All,d,Surgery,,157,155.5,1
20200119,S37000025,All,d,All,d,283,285,-0.7
20200119,S37000025,All,d,Cardiology,,14,14,0
20200119,S37000025,All,d,Community,,14,15.5,-9.7
20200119,S37000025,All,d,Medical (excl. Cardiology & Cancer),,146,136,7.4
20200119,S37000025,All,d,Medical (incl. Cardiology & Cancer),,164,153.5,6.8
20200119,S37000025,All,d,Paediatrics (medical & surgical),,26,29.5,-11.9
20200119,S37000025,All,d,Paediatrics (medical),,25,29,-13.8
20200119,S37000025,All,d,Surgery,,75,85.5,-12.3
20200119,S37000026,All,d,All,d,40,64,-37.5
20200119,S37000026,All,d,Medical (excl. Cardiology & Cancer),,22,29.5,-25.4
20200119,S37000026,All,d,Medical (incl. Cardiology & Cancer),,24,31,-22.6
20200119,S37000026,All,d,Surgery,,16,31,-48.4
20200119,S37000027,All,d,All,d,388,410,-5.4
20200119,S37000027,All,d,Cardiology,,10,6.5,53.8
20200119,S37000027,All,d,Medical (excl. Cardiology & Cancer),,226,239.5,-5.6
20200119,S37000027,All,d,Medical (incl. Cardiology & Cancer),,240,248,-3.2
20200119,S37000027,All,d,Paediatrics (medical & surgical),,27,38.5,-29.9
20200119,S37000027,All,d,Paediatrics (medical),,27,38.5,-29.9
20200119,S37000027,All,d,Surgery,,117,113.5,3.1
20200119,S37000028,All,d,Accident & Emergency,,10,3.5,185.7
20200119,S37000028,All,d,All,d,911,948.5,-4
20200119,S37000028,All,d,Cancer,,11,7.5,46.7
20200119,S37000028,All,d,Cardiology,,29,40,-27.5
20200119,S37000028,All,d,Gynaecology,,25,22,13.6
20200119,S37000028,All,d,Medical (excl. Cardiology & Cancer),,428,462,-7.4
20200119,S37000028,All,d,Medical (incl. Cardiology & Cancer),,468,509.5,-8.1
20200119,S37000028,All,d,Paediatrics (medical & surgical),,93,118,-21.2
20200119,S37000028,All,d,Paediatrics (medical),,92,115,-20
20200119,S37000028,All,d,Surgery,,314,295.5,6.3
20200119,S37000029,All,d,All,d,277,273.5,1.3
20200119,S37000029,All,d,Cardiology,,5,8.5,-41.2
20200119,S37000029,All,d,Gynaecology,,9,8.5,5.9
20200119,S37000029,All,d,Medical (excl. Cardiology & Cancer),,147,137.5,6.9
20200119,S37000029,All,d,Medical (incl. Cardiology & Cancer),,154,151.5,1.7
20200119,S37000029,All,d,Paediatrics (medical & surgical),,17,24.5,-30.6
20200119,S37000029,All,d,Paediatrics (medical),,17,21,-19
20200119,S37000029,All,d,Surgery,,96,89,7.9
20200119,S37000030,All,d,Accident & Emergency,,40,20,100
20200119,S37000030,All,d,All,d,533,465.5,14.5
20200119,S37000030,All,d,Cancer,,6,8,-25
20200119,S37000030,All,d,Cardiology,,11,6.5,69.2
20200119,S37000030,All,d,Gynaecology,,13,9.5,36.8
20200119,S37000030,All,d,Medical (excl. Cardiology & Cancer),,248,228.5,8.5
20200119,S37000030,All,d,Medical (incl. Cardiology & Cancer),,265,243,9.1
20200119,S37000030,All,d,Paediatrics (medical & surgical),,61,61,0
20200119,S37000030,All,d,Paediatrics (medical),,60,54.5,10.1
20200119,S37000030,All,d,Surgery,,154,132,16.7
20200119,S37000031,All,d,All,d,95,96,-1
20200119,S37000031,All,d,Community,,11,13.5,-18.5
20200119,S37000031,All,d,Medical (excl. Cardiology & Cancer),,46,36,27.8
20200119,S37000031,All,d,Medical (incl. Cardiology & Cancer),,48,39.5,21.5
